,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders
1690,SLA_Compra_Pedido,Fecha_registroP,Fecha Registro Precio,Fecha Registro Precio,,,,
1691,SLA_Compra_Pedido,SLA,SLA1 (Registro de la Compra),SLA1 (Registro de la Compra),,,,
1692,SLA_Compra_Pedido,SLA2,SLA2 (Registro de Código de Embarque),SLA2 (Registro de Código de Embarque),,,,
1693,Reporte SLA Documento,,Reporte SLA Documento,Reporte SLA Documento,,,,
1694,Reporte SLA Documento,buque,Orden de Compra/Buque,Orden de Compra/Buque,,,,
1695,Reporte SLA Documento,Orden,Orden de Compra Cliente,Orden de Compra Cliente,,,,
1696,Reporte SLA Documento,embarque,Embarque,Embarque,,,,
1697,Reporte SLA Documento,usuario,Responsable,Responsable,,,,
1698,Reporte SLA Documento,Puerto_Carga,Puerto de Carga,Puerto de Carga,,,,
1699,Reporte SLA Documento,Consignatario,Consignatario,Consignatario,,,,
1700,Reporte SLA Documento,Pais_Descarga,Pais de Descarga,Pais de Descarga,,,,
1701,Reporte SLA Documento,Puerto_descarga,Puerto de Descarga,Puerto de Descarga,,,,
1702,Reporte SLA Documento,fecha_bl,Fecha de Zarpe,Fecha de Zarpe,,,,
1703,Reporte SLA Documento,Eta_puerto_descarga,Fecha de Arribo,Fecha de Arribo,,,,
1704,Reporte SLA Documento,necesita_proforma,Necesita Proforma,Necesita Proforma,,,,
1705,Reporte SLA Documento,Proforma_enviada,Proforma Enviada,Proforma Enviada,,,,
1706,Reporte SLA Documento,Docto_digital_fecha,Documento digital enviado,Documento digital enviado,,,,
1707,Reporte SLA Documento,Docto_original_fecha,Recepcion originales UO,Recepcion originales UO,,,,
1708,Reporte SLA Documento,cumple_digitales,Cumple Digitales,Cumple Digitales,,,,
1709,Reporte SLA Documento,cumple_fisico,Cumple Fisico,Cumple Fisico,,,,
1710,Reporte SLA Documento,Ano_digital,A�o  Digital,Año Digital,,,,
1711,Reporte SLA Documento,Semana_digital,Semana Digital,Semana Digital,,,,
1712,Reporte SLA Documento,Ano_fisico,A�o  Fisico,Año Fisico,,,,
1713,Reporte SLA Documento,Semana_fisica,Semana Fisica,Semana Fisica,,,,
1714,Reporte SLA Documento,Tiempo_transito,Tiempo de Transito,Tiempo de Transito,,,,
1715,Reporte SLA Documento,Tipo_transito,Tipo Transito,Tipo Transito,,,,
1716,Reporte SLA Documento,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1717,cliente_final,,Cliente Final,Cliente Final,,,,
1718,cliente_final,Id_cliente,Id Cliente,Id Cliente,,,,
1719,cliente_final,Nombre,Nombre,Nombre,,,,
1720,cliente_final,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1721,cliente_final,Id_pais,Pais,Pais,,,,
1722,oceano,,Oceano,Oceano,,,,
1723,oceano,id_oceano,Id,Id,,,,
1724,oceano,Oceano,Oceano,Oceano,,,,
1725,grupo_articulo,,Grupo Articulo,Grupo Articulo,,,,
1726,grupo_articulo,id_grupo_articulo,Id Grupo Articulo,Id Grupo Articulo,,,,
1727,grupo_articulo,descripcion,Descripcion,Descripcion,,,,
1728,grupo_articulo,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1729,producto,,Producto,Producto,,,,
1730,producto,Id_producto,Id Producto,Id Producto,,,,
1731,producto,Descripcion,Descripcion,Descripcion,,,,
1732,producto,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1733,producto,Codigo_sap,Codigo Sap,Codigo Sap,,,,
1734,producto,Id_presentacion,Presentacion,Presentacion,,,,
1735,producto,Id_categoria,Categoria,Categoria,,,,
1736,producto,Id_abreviatura,Abreviatura,Abreviatura,,,,
1737,producto,id_grupo_articulo,Grupo Articulo,Grupo Articulo,,,,
1738,admin_rights,,Admin Rights,Admin Rights,,,,
1739,admin_rights,TableName,Table Name,Table Name,,,,
1740,admin_rights,GroupID,Group ID,Group ID,,,,
1741,admin_rights,AccessMask,Access Mask,Access Mask,,,,
1742,admin_admembers,,Admin:AD users and groups,Admin:AD users and groups,,,,
1743,admin_admembers,Label,Label,Label,,,,
1744,Reporte_Compra,,Reporte Compra,Reporte Compra,,,,
1745,Reporte_Compra,Correlativo_lote,Correlativo,Correlativo,,,,
1746,Reporte_Compra,buque,Buque,Buque,,,,
1747,Reporte_Compra,Fecha,Fecha de confirmación de Compra,Fecha de confirmación de Compra,,,,
1748,Reporte_Compra,producto,Producto,Producto,,,,
1749,Reporte_Compra,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
1750,Reporte_Compra,Unidad,Unidad de Medida,Unidad de Medida,,,,
1751,Reporte_Compra,Cantidad,Cantidad,Cantidad,,,,
1752,Reporte_Compra,Puerto_Descarga,Puerto de Descarga,Puerto de Descarga,,,,
1753,Reporte_Compra,Costo_referencia,Costo Referencia CFR,Costo Referencia CFR,,,,
1754,Reporte_Compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,
1755,Reporte_Compra,Fecha_pedido,Fecha de Confirmación de Precio,Fecha de Confirmación de Precio,,,,
1756,Reporte_Compra,NC,NC,NC,,,,
1757,Reporte_Compra,archivo,Comprobante de Compra,Comprobante de Compra,,,,
1758,Reporte_Compra,Obs_costo,Obs Costo,Obs Costo,,,,
1759,Reporte_Compra,Obs_precio,Obs Precio,Obs Precio,,,,
1760,,BUSQUEDA,Search,Busqueda,,,,
1761,,COMPRA,Purchase,Compra,,,,
1762,,COMPRA1,Purchase,Compra,,,,
1763,,COMPRAS_EN_FIRME,Firm Purchases,Compras en Firme,,,,
1764,,GESTION_DE_CALIDAD,Quality Management,Gestion de Calidad,,,,
1765,,INFORMACI_N_DE_COMPRAS_EN_FIRME,Purchase Information,Información de Compras en Firme,,,,
1766,,INFORMACI_N_DE_PEDIDOS,Order Information,Información de pedidos,,,,
1767,,LICITACIONES,Tenders,Licitaciones,,,,
1768,,LICITACIONES1,Tenders,Licitacion,,,,
1769,,LICITACI_NES,Tenders,Licitaciónes,,,,
1770,,OPERACIONES_PNC_GRANELES,Operations PNC Graneles,Operaciones PNC Graneles,,,,
1771,,PEDIDO,Order,Pedido,,,,
1772,,REGISTROS_AUXILIARES_1,Auxiliary Records 1,Registros Auxiliares 1,,,,
1773,,REGISTROS_AUXILIARES_2,Auxiliary Records 2,Registros Auxiliares 2,,,,
1774,,REPORTES,Reports,Reportes,,,,
1775,,SEGURIDAD,Security,Seguridad,,,,
1776,,,PSP v5.5,PSP v5.5,,,,
